person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,income_per_emp_year,rate_tier,risk_score,risk_tier
25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,1,0.33,N,2,0.333,7500.0,Medium (8-12%),20,Low Risk
24,192000,RENT,0.0,MEDICAL,C,22000,13.48,0,0.11,Y,2,0.115,192000.0,High (12-16%),42,Medium Risk
21,192000,MORTGAGE,123.0,VENTURE,A,20000,6.54,0,0.1,N,4,0.104,1548.0,Low (<8%),0,
25,191000,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0,0.05,N,4,0.052,95500.0,High (12-16%),15,Low Risk
26,190300,MORTGAGE,5.0,PERSONAL,A,15000,7.49,0,0.08,N,3,0.079,31717.0,Low (<8%),0,
22,190000,MORTGAGE,3.0,VENTURE,C,10000,13.48,0,0.05,N,3,0.053,47500.0,High (12-16%),17,Low Risk
24,75000,RENT,4.0,EDUCATION,B,25000,10.25,1,0.33,N,4,0.333,15000.0,Medium (8-12%),25,Low Risk
22,71000,RENT,1.0,EDUCATION,D,25000,15.95,1,0.35,Y,4,0.352,35500.0,High (12-16%),65,High Risk
26,190000,MORTGAGE,3.0,VENTURE,B,20000,12.18,0,0.11,N,4,0.105,47500.0,High (12-16%),10,Low Risk
23,189996,OWN,0.0,PERSONAL,B,24000,11.83,0,0.13,N,3,0.126,189996.0,Medium (8-12%),15,Low Risk
23,78000,RENT,7.0,DEBTCONSOLIDATION,C,25000,13.48,1,0.32,Y,2,0.321,9750.0,High (12-16%),47,Medium Risk
23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.32,N,3,0.321,39000.0,Medium (8-12%),30,Low Risk
23,78504,RENT,7.0,VENTURE,B,25000,10.74,1,0.32,N,3,0.318,9813.0,Medium (8-12%),20,Low Risk
25,186000,OWN,9.0,VENTURE,B,10000,10.25,0,0.05,N,4,0.054,18600.0,Medium (8-12%),5,Low Risk
24,185000,MORTGAGE,4.0,EDUCATION,B,35000,12.42,0,0.19,N,2,0.189,37000.0,High (12-16%),10,Low Risk
25,185000,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2,0.081,26429.0,High (12-16%),12,Low Risk
24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2,0.403,6894.0,High (12-16%),55,Medium Risk
23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.31,Y,2,0.315,9927.0,High (12-16%),55,Medium Risk
21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2,0.434,2880.0,High (12-16%),32,Medium Risk
24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.31,Y,2,0.314,8848.0,High (12-16%),55,Medium Risk
24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4,0.314,79632.0,High (12-16%),37,Medium Risk
21,14400,MORTGAGE,0.0,MEDICAL,C,1500,13.48,0,0.1,N,4,0.104,14400.0,High (12-16%),22,Low Risk
24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2,0.312,11429.0,Low (<8%),15,Low Risk
26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4,0.312,13333.0,High (12-16%),27,Low Risk
22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0,0.14,N,2,0.135,37000.0,Medium (8-12%),10,Low Risk
26,185000,OWN,10.0,PERSONAL,A,5000,7.68,0,0.03,N,2,0.027,16818.0,Low (<8%),0,
24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4,0.119,23124.0,High (12-16%),40,Medium Risk
23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2,0.014,30667.0,Medium (8-12%),5,Low Risk
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4,0.116,24571.0,High (12-16%),32,Medium Risk
24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3,0.109,61000.0,Medium (8-12%),10,Low Risk
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,7.49,0,0.01,N,2,0.005,45750.0,Low (<8%),5,Low Risk
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,0.082,18295.0,Low (<8%),0,
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,0.338,9250.0,Very High (>16%),43,Medium Risk
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,15.31,1,0.34,Y,4,0.338,6728.0,High (12-16%),55,Medium Risk
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,0.309,13500.0,Low (<8%),15,Low Risk
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,0.306,40800.0,Medium (8-12%),30,Low Risk
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,0.305,9111.0,Medium (8-12%),20,Low Risk
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,0.301,13833.0,Medium (8-12%),20,Low Risk
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,0.301,13833.0,High (12-16%),55,Medium Risk
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,0.1,20000.0,Very High (>16%),48,Medium Risk
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,0.156,20000.0,Low (<8%),0,
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,0.278,4800.0,Very High (>16%),41,Medium Risk
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,0.146,14400.0,Medium (8-12%),15,Low Risk
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,0.296,12071.0,Very High (>16%),40,Medium Risk
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,0.294,14167.0,Medium (8-12%),13,Low Risk
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,0.078,22500.0,Medium (8-12%),5,Low Risk
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,0.067,60000.0,Medium (8-12%),10,Low Risk
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,0.07,14280.0,Very High (>16%),32,Medium Risk
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.48,1,0.41,N,4,0.409,14664.0,High (12-16%),37,Medium Risk
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,0.287,9667.0,High (12-16%),28,Low Risk
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,0.333,75000.0,High (12-16%),73,High Risk
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,0.329,9500.0,Very High (>16%),35,Medium Risk
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,0.378,33108.0,High (12-16%),65,High Risk
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,0.278,9000.0,Medium (8-12%),13,Low Risk
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,0.413,15000.0,Low (<8%),25,Low Risk
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,0.139,60000.0,Medium (8-12%),10,Low Risk
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,0.117,20000.0,Medium (8-12%),5,Low Risk
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,0.111,18000.0,High (12-16%),32,Medium Risk
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,0.056,180000.0,Low (<8%),10,Low Risk
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,0.055,45000.0,Medium (8-12%),10,Low Risk
23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,N,4,0.298,1875.0,Medium (8-12%),13,Low Risk
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,0.321,26000.0,Very High (>16%),60,High Risk
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,0.377,16575.0,Very High (>16%),68,High Risk
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,0.278,90000.0,Medium (8-12%),23,Low Risk
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,0.316,7900.0,High (12-16%),55,Medium Risk
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,0.272,18360.0,High (12-16%),45,Medium Risk
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,0.272,13143.0,High (12-16%),13,Low Risk
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,0.272,46000.0,High (12-16%),50,Medium Risk
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,0.267,23400.0,High (12-16%),33,Medium Risk
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,0.117,7500.0,High (12-16%),42,Medium Risk
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,0.354,17638.0,Very High (>16%),72,High Risk
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,0.298,27933.0,High (12-16%),53,Medium Risk
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0.015,43750.0,Medium (8-12%),5,Low Risk
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,0.046,15909.0,Low (<8%),0,
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,0.103,25000.0,Medium (8-12%),5,Low Risk
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0.12,19444.0,Medium (8-12%),5,Low Risk
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,0.267,3000.0,High (12-16%),25,Low Risk
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,0.307,3000.0,Medium (8-12%),25,Low Risk
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,0.284,12571.0,High (12-16%),48,Medium Risk
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0.334,24933.0,Medium (8-12%),25,Low Risk
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,0.284,88000.0,High (12-16%),38,Medium Risk
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0.117,5000.0,High (12-16%),45,Medium Risk
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,0.284,29333.0,High (12-16%),33,Medium Risk
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.25,50000.0,Medium (8-12%),23,Low Risk
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.24,15000.0,High (12-16%),30,Low Risk
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0.244,11378.0,Medium (8-12%),13,Low Risk
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,0.272,46000.0,Very High (>16%),66,High Risk
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,0.269,93000.0,High (12-16%),58,High Risk
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.02,25000.0,Medium (8-12%),32,Medium Risk
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.041,43750.0,Medium (8-12%),5,Low Risk
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.052,17471.0,Medium (8-12%),5,Low Risk
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0.051,58000.0,High (12-16%),17,Low Risk
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0.069,19333.0,High (12-16%),5,Low Risk
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,0.154,27000.0,High (12-16%),48,Medium Risk
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.058,15770.0,Medium (8-12%),5,Low Risk
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,0.212,15000.0,Medium (8-12%),50,Medium Risk
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,0.26,32000.0,High (12-16%),61,High Risk
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0.099,15120.0,Medium (8-12%),15,Low Risk
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,0.255,10879.0,High (12-16%),48,Medium Risk
26,110000,RENT,3.0,PERSONAL,C,25000,13.48,0,0.23,Y,2,0.227,27500.0,High (12-16%),45,Medium Risk
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,0.184,1900.0,Medium (8-12%),0,
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,0.188,159600.0,Very High (>16%),50,Medium Risk
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0.105,24500.0,Medium (8-12%),0,
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0.059,42501.0,Medium (8-12%),10,Low Risk
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,0.158,158004.0,High (12-16%),50,Medium Risk
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0.076,170000.0,High (12-16%),15,Low Risk
24,83300,RENT,0.0,MEDICAL,D,25000,15.31,1,0.26,N,2,0.3,83300.0,High (12-16%),38,Medium Risk
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0.227,13750.0,High (12-16%),48,Medium Risk
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,0.163,1920.0,High (12-16%),5,Low Risk
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,0.037,33575.0,Very High (>16%),25,Low Risk
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0.118,56667.0,Low (<8%),5,Low Risk
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,0.249,14369.0,High (12-16%),48,Medium Risk
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0.221,14125.0,High (12-16%),40,Medium Risk
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0.208,13333.0,Medium (8-12%),13,Low Risk
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0.208,17143.0,Medium (8-12%),13,Low Risk
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0.208,15000.0,Medium (8-12%),13,Low Risk
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,0.272,15300.0,High (12-16%),48,Medium Risk
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0.064,2600.0,Low (<8%),0,
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,0.231,36000.0,High (12-16%),33,Medium Risk
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0.192,18571.0,Medium (8-12%),5,Low Risk
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0.192,26000.0,Very High (>16%),45,Medium Risk
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0.192,16250.0,Medium (8-12%),5,Low Risk
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.118,34000.0,High (12-16%),10,Low Risk
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0.071,170000.0,High (12-16%),42,Medium Risk
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0.083,84500.0,Medium (8-12%),15,Low Risk
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0.144,15341.0,High (12-16%),32,Medium Risk
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0.119,42150.0,Medium (8-12%),10,Low Risk
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0.011,28048.0,Medium (8-12%),5,Low Risk
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0.208,56000.0,Medium (8-12%),18,Low Risk
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0.188,19043.0,Medium (8-12%),5,Low Risk
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,0.212,2600.0,Low (<8%),8,Low Risk
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0.187,14889.0,Very High (>16%),40,Medium Risk
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0.187,16750.0,Medium (8-12%),5,Low Risk
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,0.205,15600.0,Very High (>16%),50,Medium Risk
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0.185,22500.0,Medium (8-12%),5,Low Risk
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0.184,12333.0,High (12-16%),5,Low Risk
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0.172,145000.0,Medium (8-12%),15,Low Risk
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0.167,30000.0,Medium (8-12%),10,Low Risk
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.058,41250.0,Low (<8%),5,Low Risk
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,0.157,25500.0,High (12-16%),40,Medium Risk
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0.121,27500.0,Medium (8-12%),5,Low Risk
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0.152,165000.0,Very High (>16%),42,Medium Risk
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0.121,27500.0,Low (<8%),0,
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,0.375,2000.0,Low (<8%),15,Low Risk
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0.142,4000.0,High (12-16%),37,Medium Risk
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0.125,2000.0,Low (<8%),0,
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,0.169,74000.0,High (12-16%),38,Medium Risk
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,0.35,8000.0,High (12-16%),37,Medium Risk
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,0.226,4005.0,Very High (>16%),61,High Risk
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,0.342,5365.0,Low (<8%),20,Low Risk
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0.143,58333.0,Medium (8-12%),5,Low Risk
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0.123,2314.0,High (12-16%),5,Low Risk
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0.135,23125.0,High (12-16%),32,Medium Risk
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0.154,16200.0,Medium (8-12%),12,Low Risk
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0.186,14636.0,Low (<8%),0,
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0.219,160000.0,Medium (8-12%),23,Low Risk
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0.111,37500.0,Medium (8-12%),5,Low Risk
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,0.305,8200.0,Medium (8-12%),25,Low Risk
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,0.265,2357.0,Medium (8-12%),13,Low Risk
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,0.5,7071.0,High (12-16%),27,Low Risk
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,0.412,12000.0,Medium (8-12%),25,Low Risk
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0.291,9356.0,High (12-16%),20,Low Risk
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0.119,2800.0,Medium (8-12%),5,Low Risk
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0.266,10222.0,Medium (8-12%),13,Low Risk
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0.219,26667.0,Low (<8%),8,Low Risk
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0.075,16000.0,Very High (>16%),28,Low Risk
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0.075,80000.0,Medium (8-12%),15,Low Risk
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0.156,22857.0,High (12-16%),32,Medium Risk
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,0.079,125800.0,High (12-16%),30,Low Risk
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,0.449,18000.0,High (12-16%),32,Medium Risk
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,0.388,31250.0,Medium (8-12%),30,Low Risk
24,16800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3900,7.49,1,0.23,N,3,0.232,3360.0,Low (<8%),13,Low Risk
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,0.355,6840.0,Very High (>16%),43,Medium Risk
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,0.433,28022.0,High (12-16%),45,Medium Risk
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,0.328,9250.0,High (12-16%),55,Medium Risk
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,0.37,6545.0,High (12-16%),35,Medium Risk
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0.27,44954.0,High (12-16%),23,Low Risk
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,0.311,78000.0,Very High (>16%),73,High Risk
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0.242,100000.0,High (12-16%),50,Medium Risk
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0.235,14714.0,High (12-16%),28,Low Risk
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,7.49,0,0.06,N,3,0.056,53333.0,Low (<8%),5,Low Risk
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.094,26667.0,Medium (8-12%),5,Low Risk
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0.125,40000.0,High (12-16%),25,Low Risk
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0.156,53333.0,High (12-16%),45,Medium Risk
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,13.48,0,0.09,N,4,0.086,160000.0,High (12-16%),22,Low Risk
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0.095,40000.0,High (12-16%),45,Medium Risk
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0.125,40000.0,High (12-16%),37,Medium Risk
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,0.283,16800.0,High (12-16%),50,Medium Risk
25,111996,RENT,9.0,PERSONAL,D,24250,15.31,0,0.22,N,3,0.217,11200.0,High (12-16%),28,Low Risk
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,0.357,16800.0,Medium (8-12%),30,Low Risk
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0.211,115200.0,Medium (8-12%),23,Low Risk
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0.168,144000.0,Medium (8-12%),15,Low Risk
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.084,71750.0,High (12-16%),10,Low Risk
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,0.224,54000.0,High (12-16%),58,High Risk
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,0.558,5375.0,High (12-16%),57,High Risk
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,0.511,23502.0,Medium (8-12%),40,Medium Risk
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,0.5,9600.0,Very High (>16%),60,High Risk
26,48000,RENT,4.0,MEDICAL,A,24000,7.49,1,0.5,N,3,0.5,9600.0,Low (<8%),20,Low Risk
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,0.534,14988.0,Very High (>16%),70,High Risk
25,52000,RENT,4.0,PERSONAL,B,24000,10.74,1,0.46,N,2,0.462,10400.0,Medium (8-12%),25,Low Risk
22,17352,MORTGAGE,4.0,EDUCATION,C,2250,15.27,0,0.13,Y,3,0.13,3470.0,High (12-16%),37,Medium Risk
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,0.511,11750.0,Very High (>16%),62,High Risk
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,0.057,2486.0,Medium (8-12%),5,Low Risk
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,0.49,16333.0,Very High (>16%),48,Medium Risk
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,0.4,60000.0,Low (<8%),25,Low Risk
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,0.4,15000.0,Medium (8-12%),25,Low Risk
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,0.4,60000.0,Low (<8%),25,Low Risk
